filename,artist,genre,description,phash,width,height,genre_count,subset,exists
Post_Impressionism/henri-matisse_still-life-with-oranges-1898.jpg,Henri Matisse,['Post Impressionism'],still-life-with-oranges-1898,817c7a439c7bc334,1638,1382,1,test,True
Abstract_Expressionism/basuki-abdullah_abstract-1.jpg,Basuki Abdullah,['Abstract Expressionism'],abstract-1,b20bdc03be3dc338,1382,2250,1,train,True
Post_Impressionism/vincent-van-gogh_self-portrait-dedicated-to-paul-gauguin-1888.jpg,Vincent Van Gogh,['Post Impressionism'],self-portrait-dedicated-to-paul-gauguin-1888,aed3289c732486f3,1382,1729,1,train,True
Realism/ivan-shishkin_at-the-edge-of-the-forest.jpg,Ivan Shishkin,['Realism'],at-the-edge-of-the-forest,bcb8db6121465eb1,1382,1549,1,train,True
Rococo/francois-boucher_portrait-of-carl-gustaf-tessin.jpg,Francois Boucher,['Rococo'],portrait-of-carl-gustaf-tessin,9d0c72b76b38d429,1382,1729,1,train,True
Expressionism/henri-matisse_still-life-with-aubergines-1911.jpg,Henri Matisse,['Expressionism'],still-life-with-aubergines-1911,8ba53f0a60213f77,1592,1382,1,train,True
High_Renaissance/lorenzo-lotto_portrait-of-a-gentleman.jpg,Lorenzo Lotto,['High Renaissance'],portrait-of-a-gentleman,fcf0f4d0076f1e02,1382,1614,1,test,True
Expressionism/lucian-freud_david-dawson.jpg,Lucian Freud,['Expressionism'],david-dawson,f998c69a839b0ecc,1382,2037,1,test,True
Romanticism/thomas-cole_the-oxbow-the-connecticut-river-near-northampton-1836.jpg,Thomas Cole,['Romanticism'],the-oxbow-the-connecticut-river-near-northampton-1836,958a31586fb369b4,1979,1382,1,train,True
Cubism/louis-schanker_football-1941.jpg,Louis Schanker,['Cubism'],football-1941,bf20c1cfa53cc03b,1382,1538,1,train,True
Realism/ilya-repin_portrait-of-member-of-state-council-grand-prince-mikhail-aleksandrovich-romanov-study-1901.jpg,Ilya Repin,['Realism'],portrait-of-member-of-state-council-grand-prince-mikhail-aleksandrovich-romanov-study-1901,cbd9480ff114e70d,1382,1766,1,train,True
Minimalism/frank-stella_jill-1959.jpg,Frank Stella,['Minimalism'],jill-1959,aa785596cb6f10b2,1382,1565,1,train,True
Post_Impressionism/vincent-van-gogh_barn-and-farmhouse(1).jpg,Vincent Van Gogh,['Post Impressionism'],barn-and-farmhouse(1),fdc9c233c78c7181,1877,1382,1,train,True
Realism/charles-francois-daubigny_summer-morning-on-the-oise-1869.jpg,Charles Francois Daubigny,['Realism'],summer-morning-on-the-oise-1869,daf2242da7e92592,2035,1382,1,train,True
Post_Impressionism/paul-cezanne_house-in-provence.jpg,Paul Cezanne,['Post Impressionism'],house-in-provence,8f0db493a3e4f074,1763,1382,1,train,True
Expressionism/balthus_the-golden-years.jpg,Balthus,['Expressionism'],the-golden-years,b7ffde78880042c9,1890,1382,1,train,True
Post_Impressionism/vincent-van-gogh_orchard-in-blossom-bordered-by-cypresses-1888.jpg,Vincent Van Gogh,['Post Impressionism'],orchard-in-blossom-bordered-by-cypresses-1888,ded8c507a4929cd3,1738,1382,1,train,True
Mannerism_Late_Renaissance/giorgio-vasari_the-annunciation.jpg,Giorgio Vasari,['Mannerism Late Renaissance'],the-annunciation,94590bc6f990c57b,1382,1786,1,train,True
Realism/isaac-levitan_a-river-1.jpg,Isaac Levitan,['Realism'],a-river-1,fd8a832615e8a69d,2362,1382,1,train,True
Impressionism/claude-monet_water-lilies-40.jpg,Claude Monet,['Impressionism'],water-lilies-40,fa910f8c3add0f90,1382,1388,1,train,True
Impressionism/marianne-north_gate-of-rajah-s-palace-benares-india-1880.jpg,Marianne North,['Impressionism'],gate-of-rajah-s-palace-benares-india-1880,8bdef02907d0e11f,1575,1382,1,train,True
Post_Impressionism/paul-cezanne_portrait-of-the-artist-s-son-1885.jpg,Paul Cezanne,['Post Impressionism'],portrait-of-the-artist-s-son-1885,def9313ae180e6c4,1514,1382,1,train,True
Expressionism/egon-schiele_winter-trees-1912.jpg,Egon Schiele,['Expressionism'],winter-trees-1912,acbcbfe17a403234,1382,1396,1,train,True
Baroque/francesco-solimena_the-trinity-the-madonna-and-st-dominic.jpg,Francesco Solimena,['Baroque'],the-trinity-the-madonna-and-st-dominic,beca69321469c6d6,1382,2952,1,train,True
Contemporary_Realism/john-miller_godrevy-lighthouse.jpg,John Miller,['Contemporary Realism'],godrevy-lighthouse,ea1d626c93999e64,1480,1382,1,train,True
Romanticism/dante-gabriel-rossetti_the-wedding-of-saint-george-and-princess-sabra-1857.jpg,Dante Gabriel Rossetti,['Romanticism'],the-wedding-of-saint-george-and-princess-sabra-1857,be5f0b8aa932a0e3,1382,1415,1,train,True
Pop_Art/rosalyn-drexler_king-kong-aka-the-dream-1963.jpg,Rosalyn Drexler,['Pop Art'],king-kong-aka-the-dream-1963,d6f2e622899d055d,1382,1830,1,test,True
Pop_Art/rene-bertholo_indiferen-a-2003.jpg,Rene Bertholo,['Pop Art'],indiferen-a-2003,c95bd2c5912c666d,1382,1382,1,train,True
Realism/boris-kustodiev_portrait-of-isaak-izrailevich-brodsky-1920.jpg,Boris Kustodiev,['Realism'],portrait-of-isaak-izrailevich-brodsky-1920,bf9ccc22c1f8c067,1382,1916,1,test,True
Romanticism/jan-matejko_empress-rejtan.jpg,Jan Matejko,['Romanticism'],empress-rejtan,cd12ecd62c73960b,1382,1741,1,train,True
Color_Field_Painting/gene-davis_royal-veil-1971(1).jpg,Gene Davis,['Color Field Painting'],royal-veil-1971(1),850f2d3634d634eb,1629,1382,1,train,True
Post_Impressionism/maurice-prendergast_sienna-column-of-the-wolf.jpg,Maurice Prendergast,['Post Impressionism'],sienna-column-of-the-wolf,ec078761d3f8a2b2,1382,2726,1,train,True
Impressionism/nikolay-bogdanov-belsky_trout-fishing.jpg,Nikolay Bogdanov Belsky,['Impressionism'],trout-fishing,e0371e51bee140f3,1382,1652,1,train,True
Expressionism/lucian-freud_donegal-man.jpg,Lucian Freud,['Expressionism'],donegal-man,efa58596d05ac968,1382,1680,1,train,True
Post_Impressionism/pyotr-konchalovsky_rocks-in-sorrento-1924.jpg,Pyotr Konchalovsky,['Post Impressionism'],rocks-in-sorrento-1924,938cccc6e3f163b0,1586,1382,1,train,True
Baroque/diego-velazquez_portrait-of-the-infanta-margarita-aged-five-1656.jpg,Diego Velazquez,['Baroque'],portrait-of-the-infanta-margarita-aged-five-1656,882f3de032333bf1,1382,1687,1,train,True
Early_Renaissance/filippo-lippi_the-virgin-appears-to-st-bernard-1447.jpg,Filippo Lippi,['Early Renaissance'],the-virgin-appears-to-st-bernard-1447,f0ada1d006d7cbe2,1569,1382,1,train,True
Impressionism/auguste-rodin_balzac-nude-with-his-arms-crossed-1892.jpg,Auguste Rodin,['Impressionism'],balzac-nude-with-his-arms-crossed-1892,e4cedcd882ce1339,1382,1842,1,train,True
Realism/camille-corot_field-by-a-river-1870.jpg,Camille Corot,['Realism'],field-by-a-river-1870,c9cab625f1a51cb1,2433,1382,1,train,True
Impressionism/edouard-manet_railway-1873.jpg,Edouard Manet,['Impressionism'],railway-1873,9ccd37c91ad7c091,1713,1382,1,train,True
Impressionism/vasily-polenov_venice-1896.jpg,Vasily Polenov,['Impressionism'],venice-1896,e08e106bc7b36adc,1382,2655,1,train,True
Impressionism/fern-coppedge_normans-woe-gloucester-massachusetts.jpg,Fern Coppedge,['Impressionism'],normans-woe-gloucester-massachusetts,89ccf4b3db782807,1549,1382,1,test,True
Realism/pyotr-konchalovsky_still-life-dishes-and-fruits-1953.jpg,Pyotr Konchalovsky,['Realism'],still-life-dishes-and-fruits-1953,cc951b0be13dcb26,1878,1381,1,train,True
High_Renaissance/andrea-mantegna_the-holy-family-with-st-john.jpg,Andrea Mantegna,['High Renaissance'],the-holy-family-with-st-john,c11f33226e78f866,1382,1949,1,train,True
Post_Impressionism/ferdynand-ruszczyc_skala-w-morzu.jpg,Ferdynand Ruszczyc,['Post Impressionism'],skala-w-morzu,e5aa98556b32176c,1786,1382,1,train,True
Romanticism/konstantin-makovsky_portrait-of-the-girl-zhenia.jpg,Konstantin Makovsky,['Romanticism'],portrait-of-the-girl-zhenia,af3cf071a5c0c387,1382,1710,1,test,True
Impressionism/childe-hassam_summer-porch-at-mr-and-mrs-c-e-s-wood-s.jpg,Childe Hassam,['Impressionism'],summer-porch-at-mr-and-mrs-c-e-s-wood-s,f7fb24ca1307b4c0,1655,1382,1,train,True
Realism/mikhail-vrubel_portrait-of-a-young-man.jpg,Mikhail Vrubel,['Realism'],portrait-of-a-young-man,bdd2c987b67c40d0,1382,2236,1,train,True
Rococo/canaletto_the-arsenal-the-water-entrance.jpg,Canaletto,['Rococo'],the-arsenal-the-water-entrance,8bf0b4869a25ea75,1920,1382,1,train,True
High_Renaissance/vittore-carpaccio_the-calling-of-st-matthew-1507.jpg,Vittore Carpaccio,['High Renaissance'],the-calling-of-st-matthew-1507,80db9e78c7648f61,1382,1743,1,train,True
Northern_Renaissance/lucas-cranach-the-elder_portrait-of-johann-i-the-steadfast-elector-of-saxony.jpg,Lucas Cranach The Elder,['Northern Renaissance'],portrait-of-johann-i-the-steadfast-elector-of-saxony,faeaa3271c5c2525,1382,2062,1,train,True
Realism/john-singer-sargent_studies-of-a-nude-youth.jpg,John Singer Sargent,['Realism'],studies-of-a-nude-youth,dc7aa3c5866c38b2,1823,1382,1,train,True
Contemporary_Realism/richard-whitney_edges-of-april-skies.jpg,Richard Whitney,['Contemporary Realism'],edges-of-april-skies,84afa49e1cece2b8,2344,1382,1,train,True
Color_Field_Painting/theodoros-stamos_archimandrite-1960.jpg,Theodoros Stamos,['Color Field Painting'],archimandrite-1960,c66391e331686e7a,1382,1731,1,train,True
Realism/thomas-eakins_delaware-riverscape-from-gloucester.jpg,Thomas Eakins,['Realism'],delaware-riverscape-from-gloucester,c031a83eed6eadc8,4563,1382,1,train,True
Mannerism_Late_Renaissance/tintoretto_winter.jpg,Tintoretto,['Mannerism Late Renaissance'],winter,af98f067c446962d,1406,1382,1,train,True
Impressionism/petre-abrudan_red-eggs.jpg,Petre Abrudan,['Impressionism'],red-eggs,93fcb8c60c92d366,1382,1936,1,train,True
Impressionism/pierre-auguste-renoir_flowers-in-a-vase-with-blue-decoration.jpg,Pierre Auguste Renoir,['Impressionism'],flowers-in-a-vase-with-blue-decoration,ff558a69a46c8334,1382,1410,1,train,True
Romanticism/ivan-aivazovsky_darial-gorge-1868.jpg,Ivan Aivazovsky,['Romanticism'],darial-gorge-1868,c1c4f4b0d81fdb16,1831,1382,1,train,True
Post_Impressionism/bertalan-por_gypsies-1907.jpg,Bertalan Por,['Post Impressionism'],gypsies-1907,f3ba1e89cbf08c0c,1670,1382,1,train,True
Baroque/rembrandt_old-man-with-a-black-hat-and-gorget.jpg,Rembrandt,['Baroque'],old-man-with-a-black-hat-and-gorget,ee843f62959e5861,1382,1530,1,train,True
Impressionism/antoine-blanchard_rue-royal-madeleine-4.jpg,Antoine Blanchard,['Impressionism'],rue-royal-madeleine-4,959689cbca2d26e6,1942,1382,1,train,True
Rococo/jean-baptiste-simeon-chardin_still-life-with-copper-cauldron-and-eggs.jpg,Jean Baptiste Simeon Chardin,['Rococo'],still-life-with-copper-cauldron-and-eggs,aba324d51eda389a,1669,1381,1,train,True
Realism/john-everett-millais_lear-and-cordelia.jpg,John Everett Millais,['Realism'],lear-and-cordelia,c8ae75d54edac920,1382,1736,1,train,True
Expressionism/wassily-kandinsky_cemetery-and-vicarage-in-kochel-1909.jpg,Wassily Kandinsky,['Expressionism'],cemetery-and-vicarage-in-kochel-1909,ea984c37a578d315,1382,1867,1,test,True
Romanticism/william-shayer_the-road-side-inn-somerset.jpg,William Shayer,['Romanticism'],the-road-side-inn-somerset,81ee9c1d23ee629c,2322,1382,1,train,True
Baroque/guido-reni_hercules-and-achelous-1620.jpg,Guido Reni,['Baroque'],hercules-and-achelous-1620,cc9f333028ccf363,1382,1897,1,train,True
Minimalism/jean-degottex_sans-titre-m-tasph-re-1966.jpg,Jean Degottex,['Minimalism'],sans-titre-m-tasph-re-1966,fffd13e2c63c8010,1382,1749,1,train,True
Early_Renaissance/antonello-da-messina_portrait-of-a-young-man.jpg,Antonello Da Messina,['Early Renaissance'],portrait-of-a-young-man,c76a301fe8c0cfa3,1382,1819,1,train,True
Naive_Art_Primitivism/ivan-generalic_village-dance.jpg,Ivan Generalic,['Naive Art Primitivism'],village-dance,beda9037812c857b,1809,1382,1,train,True
Realism/vincent-van-gogh_woman-on-a-road-with-pollard-willows-1882.jpg,Vincent Van Gogh,['Realism'],woman-on-a-road-with-pollard-willows-1882,dbd2d6aec9ad6020,2304,1382,1,train,True
Color_Field_Painting/olivier-debre_figure-vert-jaune.jpg,Olivier Debre,['Color Field Painting'],figure-vert-jaune,fd9c9dd809c8cc45,1382,1782,1,train,True
Early_Renaissance/filippo-lippi_the-feast-of-herod-salome-s-dance-detail-1464-1.jpg,Filippo Lippi,['Early Renaissance'],the-feast-of-herod-salome-s-dance-detail-1464-1,a7784983bc788f16,1382,1797,1,train,True
Pop_Art/andy-warhol_dracula.jpg,Andy Warhol,['Pop Art'],dracula,aa37d50bd506d529,1382,1391,1,test,True
Realism/william-adolphe-bouguereau_meditation-1885.jpg,William Adolphe Bouguereau,['Realism'],meditation-1885,cf073c38b173d12c,1381,2087,1,test,True
Romanticism/jacek-malczewski_at-the-stage-siberians-1890.jpg,Jacek Malczewski,['Romanticism'],at-the-stage-siberians-1890,8c8ae467634b9d1d,1382,1888,1,train,True
Post_Impressionism/pyotr-konchalovsky_essentuki-1948.jpg,Pyotr Konchalovsky,['Post Impressionism'],essentuki-1948,8b26b42ee2c1ceb6,1382,1887,1,train,True
Realism/david-bomberg_jerusalem-looking-to-mount-scopus-1925.jpg,David Bomberg,['Realism'],jerusalem-looking-to-mount-scopus-1925,95aad5a9765215ca,1852,1382,1,train,True
Impressionism/berthe-morisot_the-butterfly-hunt-1874.jpg,Berthe Morisot,['Impressionism'],the-butterfly-hunt-1874,dd26389952d9a6c9,1684,1382,1,train,True
Expressionism/ernst-ludwig-kirchner_street-scene-with-green-cocotte.jpg,Ernst Ludwig Kirchner,['Expressionism'],street-scene-with-green-cocotte,ba31e45a997ab426,1382,1788,1,train,True
Expressionism/vilmos-aba-novak_kitchen-in-the-kitchen-room-interior-1927.jpg,Vilmos Aba Novak,['Expressionism'],kitchen-in-the-kitchen-room-interior-1927,f6c2e6966ab1809b,1382,1585,1,train,True
Realism/vincent-van-gogh_peasant-woman-kneeling-seen-from-the-back-1885.jpg,Vincent Van Gogh,['Realism'],peasant-woman-kneeling-seen-from-the-back-1885,e885977ad2b58534,1622,1382,1,train,True
Symbolism/ferdinand-hodler_lake-geneva-with-savoyerbergen.jpg,Ferdinand Hodler,['Symbolism'],lake-geneva-with-savoyerbergen,d42b50dd9b952e54,1886,1382,1,train,True
Realism/vincent-van-gogh_autumn-landscape-at-dusk-1885(1).jpg,Vincent Van Gogh,['Realism'],autumn-landscape-at-dusk-1885(1),9f99f12399a443b1,2433,1382,1,train,True
Post_Impressionism/raoul-dufy_anemones-1937.jpg,Raoul Dufy,['Post Impressionism'],anemones-1937,abe850bc9cc5b471,1382,1804,1,train,True
New_Realism/edward-hopper_night-windows.jpg,Edward Hopper,['New Realism'],night-windows,99d9362666662637,1574,1382,1,train,True
Early_Renaissance/domenico-ghirlandaio_portrait-of-giovanna-tornabuoni.jpg,Domenico Ghirlandaio,['Early Renaissance'],portrait-of-giovanna-tornabuoni,84663b1b39915ee9,1382,1785,1,train,True
Romanticism/taras-shevchenko_in-pereiaslav-the-church-of-the-intercession-1845.jpg,Taras Shevchenko,['Romanticism'],in-pereiaslav-the-church-of-the-intercession-1845,bbadf41ec50b8650,1939,1382,1,test,True
Romanticism/gustave-dore_isaiah-s-vision-of-the-destruction-of-babylon.jpg,Gustave Dore,['Romanticism'],isaiah-s-vision-of-the-destruction-of-babylon,be48e97eb117880e,1584,1382,1,test,True
Abstract_Expressionism/howard-mehring_untitled-1958(1).jpg,Howard Mehring,['Abstract Expressionism'],untitled-1958(1),82ec75b2f903e545,1382,1441,1,train,True
Realism/camille-corot_civita-castellana-buildings-high-in-the-rocks-la-porta-san-salvatore.jpg,Camille Corot,['Realism'],civita-castellana-buildings-high-in-the-rocks-la-porta-san-salvatore,ddc9133276e41734,1979,1382,1,test,True
Post_Impressionism/ferdynand-ruszczyc_ostatnie-niegi-1899.jpg,Ferdynand Ruszczyc,['Post Impressionism'],ostatnie-niegi-1899,e9da360d5ae56074,2206,1382,1,train,True
Romanticism/george-stubbs_a-chestnut-racehorse.jpg,George Stubbs,['Romanticism'],a-chestnut-racehorse,858f5e7c653818d9,1588,1382,1,train,True
Expressionism/david-alfaro-siqueiros_self-portrait-1946.jpg,David Alfaro Siqueiros,['Expressionism'],self-portrait-1946,fac6a52ddb90c198,1382,1811,1,train,True
Mannerism_Late_Renaissance/titian_study-of-legs-1557.jpg,Titian,['Mannerism Late Renaissance'],study-of-legs-1557,ec17c9589d5870f2,1382,1718,1,train,True
Naive_Art_Primitivism/antonio-ligabue_tiger.jpg,Antonio Ligabue,['Naive Art Primitivism'],tiger,a6b2e8ca9326c17d,1990,1382,1,train,True
Abstract_Expressionism/robert-nickle_untitled-1979.jpg,Robert Nickle,['Abstract Expressionism'],untitled-1979,bac04d894ab6b5e6,1382,1518,1,train,True
Cubism/roy-lichtenstein_bull-vi-1973(1).jpg,Roy Lichtenstein,['Cubism'],bull-vi-1973(1),ab30664d9087973f,1940,1382,1,train,True
Naive_Art_Primitivism/david-burliuk_ploughing-the-field(1).jpg,David Burliuk,['Naive Art Primitivism'],ploughing-the-field(1),c1c88e3eb535b31a,1382,1382,1,train,True
Art_Nouveau_Modern/alphonse-mucha_byzantine-head-the-brunette-1897.jpg,Alphonse Mucha,['Art Nouveau Modern'],byzantine-head-the-brunette-1897,bf3ea4e9c1b0d0c2,1382,1688,1,train,True
Impressionism/stefan-luchian_apples.jpg,Stefan Luchian,['Impressionism'],apples,dc592ba6f4c06b1a,1899,1382,1,test,True
Art_Nouveau_Modern/boris-kustodiev_baker-1918.jpg,Boris Kustodiev,['Art Nouveau Modern'],baker-1918,87fd2ac9e816d461,1382,1804,1,train,True
Northern_Renaissance/dirk-bouts_the-meeting-of-abraham-and-melchizedek.jpg,Dirk Bouts,['Northern Renaissance'],the-meeting-of-abraham-and-melchizedek,99a4e2f9a718033f,1382,1729,1,test,True
Realism/vincent-van-gogh_sien-with-cigar-sitting-on-the-floor-near-stove-1882.jpg,Vincent Van Gogh,['Realism'],sien-with-cigar-sitting-on-the-floor-near-stove-1882,d6617b9cdc12247c,1727,1382,1,train,True
Cubism/arshile-gorky_the-raven-composition-no-3.jpg,Arshile Gorky,['Cubism'],the-raven-composition-no-3,b1e79e6c61929b09,1382,2001,1,train,True
Realism/james-tissot_ramsgate.jpg,James Tissot,['Realism'],ramsgate,80c96377265b8ff0,2008,1381,1,train,True
Impressionism/ilya-repin_prometheus.jpg,Ilya Repin,['Impressionism'],prometheus,9496c369c96bc33a,1382,2754,1,test,True
Romanticism/sir-lawrence-alma-tadema_hero-1898.jpg,Sir Lawrence Alma Tadema,['Romanticism'],hero-1898,a14eec95b34d4a6c,1382,2149,1,train,True
Realism/vasily-perov_portrait-of-feodosya-resanova-1868.jpg,Vasily Perov,['Realism'],portrait-of-feodosya-resanova-1868,ee97b13190ce8762,1382,1853,1,train,True
Cubism/piet-mondrian_still-life-with-gingerpot-1-1911.jpg,Piet Mondrian,['Cubism'],still-life-with-gingerpot-1-1911,c8bce2b6e4d13ac1,1593,1382,1,train,True
Expressionism/balthus_gotteron-1943.jpg,Balthus,['Expressionism'],gotteron-1943,99f2aae5a1c9a586,1382,1588,1,train,True
Early_Renaissance/carlo-crivelli_saint-james-of-the-marches-with-two-kneeling-donor-1477.jpg,Carlo Crivelli,['Early Renaissance'],saint-james-of-the-marches-with-two-kneeling-donor-1477,de6461b8746996c3,1382,3743,1,test,True
Impressionism/samuel-mutzner_vedere-din-balcic.jpg,Samuel Mutzner,['Impressionism'],vedere-din-balcic,d48fa8929c65574b,1382,1769,1,train,True
Impressionism/octav-bancila_b-tr-n.jpg,Octav Bancila,['Impressionism'],b-tr-n,cbb3647932cd3324,1382,1835,1,train,True
Naive_Art_Primitivism/fernand-leger_mother-and-child-1955.jpg,Fernand Leger,['Naive Art Primitivism'],mother-and-child-1955,e8e2a78491feb621,1382,1737,1,test,True
Realism/boris-kustodiev_illustration-for-nikolay-nekrasov-poem-grandfather-mazay-and-the-hares-1908.jpg,Boris Kustodiev,['Realism'],illustration-for-nikolay-nekrasov-poem-grandfather-mazay-and-the-hares-1908,f85a93a42fcf80a5,2081,1382,1,train,True
Cubism/amadeo-de-souza-cardoso_entrada-1917.jpg,Amadeo De Souza Cardoso,['Cubism'],entrada-1917,d8ef37b648d82468,1382,1712,1,train,True
Realism/camille-corot_the-smugglers.jpg,Camille Corot,['Realism'],the-smugglers,c392a4a5ab3bca6a,1637,1382,1,train,True
Impressionism/claude-monet_rough-sea-at-etretat-1869.jpg,Claude Monet,['Impressionism'],rough-sea-at-etretat-1869,906f19e23fe23ac8,2731,1382,1,train,True
Realism/pyotr-konchalovsky_still-life-with-cabbage-1937.jpg,Pyotr Konchalovsky,['Realism'],still-life-with-cabbage-1937,fa0a257596c84db5,1929,1382,1,train,True
Impressionism/pierre-auguste-renoir_flag-decorated-street-1906.jpg,Pierre Auguste Renoir,['Impressionism'],flag-decorated-street-1906,aae6d21b39a7d8c0,1382,1674,1,train,True
Romanticism/dante-gabriel-rossetti_morning-music-1864.jpg,Dante Gabriel Rossetti,['Romanticism'],morning-music-1864,906a2ddc4b6b96f0,1382,1624,1,train,True
High_Renaissance/lorenzo-lotto_madonna-with-a-bishop-and-st-onuphrius-1508.jpg,Lorenzo Lotto,['High Renaissance'],madonna-with-a-bishop-and-st-onuphrius-1508,d901720faec5f1e1,1765,1382,1,train,True
Impressionism/istvan-nagy_in-a-surgery-1916.jpg,Istvan Nagy,['Impressionism'],in-a-surgery-1916,d166f02b2a25d75a,1382,2159,1,train,True
Romanticism/john-constable_cenotaph-to-the-memory-of-sir-joshua-reynolds-1.jpg,John Constable,['Romanticism'],cenotaph-to-the-memory-of-sir-joshua-reynolds-1,dbdb980276762626,1382,1683,1,train,True
Impressionism/camille-pissarro_study-for-cowherd-at-eragny-1884.jpg,Camille Pissarro,['Impressionism'],study-for-cowherd-at-eragny-1884,8995a2e35e6d590e,1769,1382,1,train,True
Baroque/gerrit-dou_the-silver-ewer.jpg,Gerrit Dou,['Baroque'],the-silver-ewer,fb3ec0ab19c03fc0,1382,1696,1,test,True
Fauvism/jan-sluyters_sunrise-1910.jpg,Jan Sluyters,['Fauvism'],sunrise-1910,b3ae84a80bd2ef8c,1698,1382,1,train,True
Naive_Art_Primitivism/niko-pirosmani_the-tiflis-funicular.jpg,Niko Pirosmani,['Naive Art Primitivism'],the-tiflis-funicular,b5fbc426d69c0949,1423,1382,1,train,True
Post_Impressionism/salvador-dali_character-masquerading-in-pinning-up-a-butterfly.jpg,Salvador Dali,['Post Impressionism'],character-masquerading-in-pinning-up-a-butterfly,ec931689cc4666e7,1382,1880,1,train,True
Symbolism/felicien-rops_the-lover-of-christ.jpg,Felicien Rops,['Symbolism'],the-lover-of-christ,ea85974fb00fd05a,1382,2342,1,train,True
Baroque/gian-lorenzo-bernini_standing-angel-with-scroll-1668(1).jpg,Gian Lorenzo Bernini,['Baroque'],standing-angel-with-scroll-1668(1),b1588665fd11fc98,1381,2087,1,train,True
Abstract_Expressionism/ronnie-landfield_serpentine-1969.jpg,Ronnie Landfield,['Abstract Expressionism'],serpentine-1969,d792161d74e48e8d,1382,1718,1,test,True
Realism/boris-kustodiev_screensaver-winter-street-1922.jpg,Boris Kustodiev,['Realism'],screensaver-winter-street-1922,ef50ec1bb0679914,2657,1382,1,train,True
Expressionism/pierre-alechinsky_untitled-from-the-portfolio-with-the-grain-of-the-wood-au-fil-du-bois-5-1973.jpg,Pierre Alechinsky,['Expressionism'],untitled-from-the-portfolio-with-the-grain-of-the-wood-au-fil-du-bois-5-1973,ae39858793669a1b,1612,1382,1,train,True
Realism/albert-bierstadt_wharf-scene.jpg,Albert Bierstadt,['Realism'],wharf-scene,9696828dc9787b39,2057,1382,1,train,True
Romanticism/thomas-cole_the-pilgrim-of-the-cross-at-the-end-of-his-journey-part-of-the-series-the-cross-and-the-world-1846.jpg,Thomas Cole,['Romanticism'],the-pilgrim-of-the-cross-at-the-end-of-his-journey-part-of-the-series-the-cross-and-the-world-1846,c4e136cf73388b31,2089,1382,1,train,True
Art_Nouveau_Modern/egon-schiele_the-small-city-dead-city-1912.jpg,Egon Schiele,['Art Nouveau Modern'],the-small-city-dead-city-1912,c5cf123058fdbf02,1382,1385,1,test,True
